date,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality,fengxiang,fengli,bWendu,yWendu,tianqi
2019-06-23,193,40,88,8,35,0.8,258,290.0,中度污染,东南风,2级,35℃,23℃,晴~多云
2019-06-24,166,36,74,5,33,0.7,231,282.0,中度污染,东南风,2级,36℃,24℃,多云
2019-06-25,187,46,102,7,30,0.8,252,316.0,中度污染,东南风,2级,36℃,24℃,多云
2019-06-26,188,43,83,6,25,0.8,253,311.0,中度污染,东南风,2级,35℃,22℃,多云
2019-06-27,170,48,76,5,27,0.8,235,275.0,中度污染,西北风,2级,33℃,23℃,多云~雷阵雨
2019-06-28,120,27,40,2,18,0.6,181,277.0,轻度污染,西南风,3级,32℃,22℃,多云
2019-06-29,55,14,28,3,16,0.4,105,290.0,良,西北风,3级,35℃,23℃,多云
2019-06-30,47,5,18,3,14,0.3,93,63.0,优,西北风,3级,32℃,21℃,晴
2019-07-01,67,10,30,2,25,0.3,120,59.0,良,东北风,1级,35℃,23℃,晴~多云
2019-07-02,110,24,62,2,34,0.6,170,311.0,轻度污染,东南风,2级,35℃,23℃,多云~晴
2019-07-03,119,21,38,3,28,0.5,180,147.0,轻度污染,东南风,1级,36℃,24℃,晴
2019-07-04,173,30,72,4,39,0.6,238,228.0,中度污染,西南风,2级,38℃,25℃,晴~多云
2019-07-05,60,27,49,2,34,0.6,112,278.0,良,东北风,2级,33℃,22℃,雷阵雨
2019-07-06,33,7,14,3,16,0.3,66,145.0,优,东北风,3级,26℃,21℃,雷阵雨~中雨
2019-07-07,64,13,21,2,17,0.4,116,8.0,良,东北风,3级,28℃,20℃,小雨~多云
2019-07-08,100,25,34,2,25,0.5,159,119.0,良,东南风,2级,30℃,22℃,多云
2019-07-09,50,29,49,2,40,0.6,98,269.0,优,东南风,2级,29℃,21℃,雷阵雨~中雨
2019-07-10,90,44,47,3,25,0.8,147,302.0,良,东北风,2级,28℃,19℃,雷阵雨~多云
2019-07-11,96,28,39,2,23,0.5,155,257.0,良,东南风,2级,29℃,21℃,多云
2019-07-12,144,25,48,2,25,0.5,208,207.0,轻度污染,西南风,1级,33℃,22℃,多云~晴
2019-07-13,151,55,77,3,29,0.9,216,302.0,中度污染,东北风,1级,33℃,23℃,雷阵雨~多云
2019-07-14,117,15,31,2,17,0.5,178,300.0,轻度污染,东南风,2级,33℃,23℃,雷阵雨~多云
2019-07-15,162,53,68,3,25,0.8,227,262.0,中度污染,东南风,2级,35℃,24℃,晴~多云
2019-07-16,101,37,51,3,28,0.8,161,242.0,轻度污染,东南风,2级,33℃,24℃,多云~雷阵雨
2019-07-17,72,52,42,3,29,0.8,69,178.0,良,东南风,2级,30℃,23℃,雷阵雨
2019-07-18,130,67,64,2,25,0.9,192,286.0,轻度污染,东南风,2级,32℃,24℃,阴~多云
2019-07-19,77,56,61,2,31,0.9,110,323.0,良,东南风,2级,33℃,25℃,多云~雷阵雨
2019-07-20,80,59,59,2,32,0.8,70,298.0,良,东南风,2级,30℃,24℃,雷阵雨~多云
2019-07-21,146,64,69,2,27,0.8,210,321.0,轻度污染,西南风,2级,36℃,27℃,晴~多云
2019-07-22,104,78,99,2,45,1.1,111,296.0,轻度污染,西南风,2级,35℃,25℃,多云~中雨
2019-07-23,105,24,28,2,17,0.6,165,255.0,轻度污染,西南风,2级,34℃,25℃,晴
2019-07-24,109,33,55,3,30,0.7,169,220.0,轻度污染,西南风,2级,36℃,27℃,多云~雷阵雨
2019-07-25,130,24,52,3,31,0.5,192,213.0,轻度污染,西南风,2级,35℃,26℃,多云~晴
2019-07-26,167,40,70,2,24,0.7,232,135.0,中度污染,西南风,2级,37℃,27℃,晴
2019-07-27,167,83,86,3,27,0.9,232,319.0,中度污染,东南风,2级,36℃,27℃,多云
2019-07-28,113,55,59,3,16,0.8,174,290.0,轻度污染,东南风,2级,35℃,26℃,多云~雷阵雨
2019-07-29,43,14,13,3,22,0.5,86,72.0,优,东北风,2级,29℃,23℃,中雨~多云
2019-07-30,114,27,33,3,20,0.6,175,197.0,轻度污染,西南风,2级,34℃,24℃,多云~晴
2019-07-31,142,22,43,3,27,0.7,206,171.0,轻度污染,东北风,2级,35℃,24℃,晴~多云
2019-08-01,150,24,54,2,23,0.7,214,285.0,轻度污染,东南风,2级,32℃,24℃,中雨~雷阵雨
2019-08-02,83,29,36,5,21,0.8,139,298.0,良,东南风,2级,30℃,24℃,雷阵雨~小雨
2019-08-03,117,35,44,3,26,0.7,178,277.0,轻度污染,东南风,2级,31℃,24℃,阴
2019-08-04,65,40,45,3,28,0.9,117,238.0,良,东南风,1级,29℃,23℃,雷阵雨
2019-08-05,51,30,27,3,21,0.7,101,315.0,良,东南风,2级,28℃,24℃,中雨~雷阵雨
2019-08-06,91,46,47,2,24,0.7,149,267.0,良,东南风,2级,30℃,24℃,雷阵雨
2019-08-07,96,17,23,3,21,0.6,155,284.0,良,东南风,2级,29℃,23℃,雷阵雨
2019-08-08,123,33,46,2,28,0.7,185,70.0,轻度污染,东南风,2级,32℃,25℃,多云~雷阵雨
2019-08-09,75,40,45,2,23,0.7,129,303.0,良,西南风,2级,30℃,23℃,雷阵雨~中雨
2019-08-10,61,23,25,3,26,0.6,113,52.0,良,东南风,2级,29℃,23℃,雷阵雨
2019-08-11,28,15,20,2,22,0.6,38,229.0,优,东北风,2级,28℃,24℃,中雨~小雨
2019-08-12,39,6,16,2,15,0.4,78,29.0,优,东北风,3级,30℃,23℃,中雨~小雨
2019-08-13,39,5,16,3,16,0.4,78,22.0,优,西北风,2级,31℃,22℃,阴~多云
2019-08-14,44,11,28,2,28,0.5,88,132.0,优,东南风,2级,32℃,21℃,多云~晴
2019-08-15,117,15,38,2,29,0.5,178,171.0,轻度污染,西南风,2级,32℃,22℃,雷阵雨~中雨
2019-08-16,39,6,18,2,16,0.3,78,113.0,优,西北风,3级,31℃,22℃,晴
2019-08-17,39,11,24,2,26,0.4,78,26.0,优,西北风,3级,31℃,19℃,晴
2019-08-18,86,15,45,2,33,0.5,143,136.0,良,西南风,2级,31℃,21℃,晴
2019-08-19,132,40,80,3,36,0.7,195,290.0,轻度污染,西南风,2级,31℃,22℃,多云
2019-08-20,70,51,54,3,30,0.8,88,290.0,良,东南风,2级,27℃,19℃,小雨~多云
2019-08-21,46,26,27,4,25,0.6,92,288.0,优,西北风,2级,31℃,21℃,晴
2019-08-22,43,14,32,3,34,0.6,83,118.0,优,西北风,2级,32℃,20℃,晴~多云
2019-08-23,43,10,31,3,34,0.5,80,158.0,优,西北风,2级,30℃,19℃,多云
2019-08-24,100,15,43,3,32,0.5,159,131.0,良,西南风,2级,30℃,18℃,晴
2019-08-25,94,23,52,2,30,0.6,152,168.0,良,西南风,2级,30℃,20℃,晴~多云
2019-08-26,102,76,90,2,39,0.9,123,214.0,轻度污染,西南风,2级,29℃,19℃,多云
2019-08-27,46,28,32,2,31,0.5,91,154.0,优,西北风,2级,33℃,20℃,晴
2019-08-28,34,4,25,2,21,0.3,67,23.0,优,西北风,3级,31℃,20℃,多云~晴
2019-08-29,36,3,15,3,16,0.3,71,12.0,优,西北风,3级,30℃,20℃,多云~晴
2019-08-30,45,6,21,2,20,0.3,89,26.0,优,西北风,2级,30℃,18℃,晴
2019-08-31,86,12,37,2,28,0.4,143,166.0,良,东南风,2级,32℃,18℃,晴
2019-09-01,100,20,51,3,32,0.4,160,255.0,良,西南风,2级,33℃,19℃,多云~晴
2019-09-02,128,26,59,2,34,0.5,190,252.0,轻度污染,南风,2级,34℃,20℃,晴
2019-09-03,178,48,83,3,39,0.7,243,303.0,中度污染,东南风,2级,33℃,20℃,晴
2019-09-04,143,52,79,3,39,0.8,207,295.0,轻度污染,东南风,2级,32℃,19℃,晴
2019-09-05,149,45,72,2,34,0.6,213,254.0,轻度污染,东南风,2级,33℃,20℃,晴
2019-09-06,178,49,83,3,40,0.7,243,246.0,中度污染,东南风,1级,33℃,20℃,晴
2019-09-07,150,45,74,3,36,0.7,215,280.0,轻度污染,西南风,2级,34℃,21℃,晴
2019-09-08,127,34,72,3,36,0.6,189,234.0,轻度污染,东北风,2级,35℃,22℃,晴~多云
2019-09-09,147,65,92,7,31,1.3,211,293.0,轻度污染,东北风,2级,32℃,21℃,小雨
2019-09-10,33,10,11,3,19,0.5,65,103.0,优,东北风,2级,25℃,18℃,小雨~阴
2019-09-11,40,15,26,5,32,0.7,47,56.0,优,西南风,2级,24℃,18℃,多云
2019-09-12,38,20,31,2,25,0.5,75,35.0,优,西南风,2级,25℃,18℃,阴~中雨
2019-09-13,35,22,23,2,22,0.5,69,236.0,优,西北风,2级,26℃,18℃,小雨~多云
2019-09-14,50,11,26,3,27,0.4,100,129.0,优,西南风,2级,29℃,17℃,晴~多云
2019-09-15,68,27,53,2,38,0.5,121,216.0,良,西南风,2级,28℃,17℃,多云
2019-09-16,61,17,44,3,28,0.5,113,259.0,良,东南风,2级,26℃,17℃,多云
2019-09-17,83,29,60,3,30,0.6,139,237.0,良,西南风,2级,28℃,16℃,多云~晴
2019-09-18,41,6,26,3,21,0.3,82,38.0,优,东南风,2级,24℃,14℃,晴~多云
2019-09-19,56,24,61,3,41,0.5,90,215.0,良,西南风,1级,25℃,16℃,多云~阴
2019-09-20,74,37,70,3,41,0.7,128,201.0,良,西北风,1级,27℃,16℃,多云
2019-09-21,120,58,78,5,37,1.1,182,274.0,轻度污染,东北风,2级,27℃,16℃,多云~晴
2019-09-22,119,77,72,4,31,1.3,180,323.0,轻度污染,东南风,1级,27℃,16℃,晴
2019-09-23,51,29,40,3,35,0.6,101,300.0,良,西北风,2级,30℃,17℃,晴
2019-09-24,61,12,35,3,28,0.4,113,58.0,良,东北风,2级,31℃,15℃,晴
2019-09-25,100,23,53,3,37,0.6,160,81.0,良,西南风,2级,31℃,16℃,晴
2019-09-26,127,34,56,2,35,0.7,189,154.0,轻度污染,东南风,1级,30℃,15℃,晴
2019-09-27,95,51,57,3,31,0.8,154,148.0,良,东南风,2级,29℃,15℃,晴
2019-09-28,127,57,67,2,32,0.8,189,92.0,轻度污染,西南风,1级,30℃,17℃,晴
2019-09-29,137,59,76,2,35,0.9,200,231.0,轻度污染,东南风,1级,29℃,18℃,多云
2019-09-30,104,71,96,3,32,0.9,164,229.0,轻度污染,西南风,2级,30℃,19℃,多云~晴
2019-10-01,70,51,79,3,23,0.8,0,230.0,良,西南风,2级,30℃,20℃,多云
2019-10-02,70,51,69,3,24,0.9,0,191.0,良,东南风,2级,29℃,17℃,晴~多云
2019-10-03,89,56,82,2,22,0.8,146,249.0,良,东南风,2级,29℃,13℃,多云~小雨
2019-10-04,27,11,27,2,12,0.4,47,287.0,优,东南风,2级,15℃,9℃,小雨~晴
2019-10-05,23,6,16,2,18,0.3,0,26.0,优,东北风,2级,19℃,9℃,晴~多云
2019-10-06,47,23,33,2,37,0.4,0,68.0,优,西南风,2级,19℃,9℃,多云
2019-10-07,54,38,52,2,35,0.6,0,284.0,良,西北风,2级,24℃,10℃,晴
2019-10-08,29,7,23,3,22,0.3,58,40.0,优,西北风,3级,20℃,9℃,晴
2019-10-09,55,31,55,4,44,0.5,69,131.0,良,西南风,2级,22℃,11℃,多云
2019-10-10,67,48,44,2,31,0.5,49,156.0,良,东南风,2级,22℃,12℃,多云
2019-10-11,59,42,57,4,45,0.8,35,279.0,良,东南风,2级,18℃,13℃,阴~多云
2019-10-12,72,28,72,15,57,1.4,14,218.0,良,东南风,2级,18℃,9℃,多云~小雨
2019-10-13,55,23,51,4,44,0.9,17,274.0,良,东南风,2级,12℃,5℃,小雨~多云
2019-10-14,34,9,21,2,27,0.3,53,31.0,优,西北风,2级,16℃,4℃,晴
2019-10-15,49,16,32,2,39,0.4,46,126.0,优,西南风,1级,17℃,6℃,晴~多云
2019-10-16,58,28,44,2,46,0.5,35,180.0,良,西南风,2级,15℃,9℃,阴~小雨
2019-10-17,74,54,53,2,51,0.8,8,233.0,良,东南风,1级,14℃,7℃,小雨~多云
2019-10-18,82,60,46,2,43,0.8,58,246.0,良,西南风,1级,18℃,7℃,多云
2019-10-19,163,124,86,2,58,1.2,42,280.0,中度污染,西南风,1级,20℃,10℃,多云
2019-10-20,105,79,121,2,42,0.7,60,319.0,轻度污染,西北风,3级,22℃,7℃,晴
2019-10-21,55,17,54,3,44,0.5,43,107.0,良,东南风,2级,19℃,6℃,晴
2019-10-22,75,44,98,3,60,0.9,49,191.0,良,东北风,1级,20℃,7℃,晴
2019-10-23,104,78,120,4,67,1.1,95,219.0,轻度污染,东北风,1级,21℃,11℃,多云
2019-10-24,90,67,84,2,52,0.9,46,300.0,良,西北风,2级,16℃,7℃,小雨~多云
2019-10-25,30,8,20,2,24,0.4,55,12.0,优,西北风,3级,14℃,2℃,晴
2019-10-26,59,30,54,3,47,0.6,36,168.0,良,西南风,2级,16℃,3℃,晴
2019-10-27,73,53,80,3,58,0.8,38,250.0,良,西南风,1级,18℃,5℃,晴~多云
2019-10-28,113,26,175,2,20,0.3,60,280.0,轻度污染,西北风,4级,15℃,2℃,晴
2019-10-29,68,32,85,4,54,0.6,44,96.0,良,西南风,1级,16℃,3℃,晴
2019-10-30,93,54,114,3,74,0.8,28,193.0,良,西南风,1级,20℃,5℃,晴
2019-10-31,74,36,84,3,59,0.9,66,183.0,良,东北风,2级,22℃,4℃,晴
2019-11-01,64,25,68,6,51,0.8,36,155.0,良,东南风,2级,18℃,8℃,多云~小雨
2019-11-02,64,29,49,2,51,0.7,13,93.0,良,东北风,1级,13℃,8℃,小雨
2019-11-03,48,33,48,3,34,0.6,33,98.0,优,东南风,2级,14℃,4℃,多云~晴
2019-11-04,67,48,57,2,44,0.8,34,103.0,良,西南风,1级,16℃,5℃,晴
2019-11-05,59,42,57,3,41,0.8,40,267.0,良,东南风,2级,16℃,6℃,晴~多云
2019-11-06,73,46,71,2,58,0.7,19,73.0,良,东南风,1级,16℃,5℃,多云~晴
2019-11-07,47,24,47,3,37,0.5,44,244.0,优,东南风,2级,12℃,1℃,晴
2019-11-08,70,39,73,3,56,0.8,26,175.0,良,西北风,1级,15℃,2℃,晴~多云
2019-11-09,112,84,94,3,67,1.0,21,175.0,轻度污染,东北风,1级,14℃,6℃,多云~中雨
2019-11-10,67,31,84,2,23,0.4,60,310.0,良,西北风,4级,17℃,6℃,多云~晴
2019-11-11,54,17,53,2,43,0.5,51,48.0,良,西北风,2级,16℃,4℃,晴
2019-11-12,92,50,92,6,73,0.9,18,145.0,良,西北风,1级,18℃,5℃,多云
2019-11-13,55,9,59,3,14,0.2,63,102.0,良,西北风,4级,8℃,-4℃,晴
2019-11-14,62,25,57,5,49,0.6,22,85.0,良,东南风,1级,10℃,-2℃,晴
2019-11-15,64,35,78,6,51,0.9,17,158.0,良,东南风,2级,9℃,1℃,晴
2019-11-16,65,47,80,9,52,1.3,13,101.0,良,东南风,2级,9℃,4℃,多云~小雨
2019-11-17,119,52,188,5,34,0.8,54,162.0,轻度污染,西北风,3级,12℃,-4℃,多云~晴
2019-11-18,74,19,98,2,20,0.3,53,290.0,良,西北风,3级,4℃,-5℃,晴
2019-11-19,56,20,62,2,32,0.4,49,203.0,良,西南风,2级,7℃,-3℃,多云
2019-11-20,87,61,124,8,69,0.9,15,195.0,良,东北风,1级,7℃,-2℃,晴
2019-11-21,119,90,158,9,78,1.6,6,283.0,轻度污染,东北风,1级,9℃,-1℃,晴~多云
2019-11-22,183,138,181,9,94,2.4,5,304.0,中度污染,东北风,1级,10℃,2℃,多云~阴
2019-11-23,175,132,137,6,69,1.6,34,307.0,中度污染,西北风,2级,12℃,4℃,阴~多云
2019-11-24,30,7,30,3,11,0.2,58,65.0,优,西北风,4级,6℃,-5℃,晴
2019-11-25,40,13,30,3,32,0.4,29,1.0,优,西南风,2级,3℃,-5℃,晴
2019-11-26,73,38,72,6,58,0.8,14,228.0,良,西北风,1级,5℃,-4℃,晴
2019-11-27,34,7,21,3,27,0.3,55,162.0,优,东北风,2级,4℃,-6℃,晴
2019-11-28,75,39,69,11,60,1.0,17,122.0,良,东北风,1级,3℃,-5℃,晴~多云
2019-11-29,80,58,74,7,64,1.0,7,221.0,良,东南风,1级,3℃,-4℃,小雪
2019-11-30,72,52,39,3,35,0.7,59,270.0,良,西北风,2级,5℃,-5℃,多云~晴
2019-12-01,30,11,30,4,17,0.3,60,22.0,优,西北风,2级,4℃,-5℃,晴
2019-12-02,30,10,25,3,24,0.3,52,7.0,优,西南风,2级,4℃,-5℃,晴
2019-12-03,48,15,43,3,38,0.5,62,106.0,优,西北风,2级,7℃,-4℃,晴
2019-12-04,43,13,32,3,34,0.4,65,64.0,优,西北风,2级,8℃,-5℃,晴
2019-12-05,48,21,38,4,38,0.7,56,150.0,优,东北风,2级,2℃,-6℃,晴
2019-12-06,73,49,67,5,58,0.9,19,74.0,良,西北风,1级,4℃,-5℃,晴
2019-12-07,78,52,68,4,62,0.9,29,197.0,良,东北风,1级,6℃,-6℃,晴~多云
2019-12-08,189,142,142,3,75,1.7,5,195.0,中度污染,东北风,1级,5℃,-5℃,多云
2019-12-09,233,183,183,2,87,2.1,9,293.0,重度污染,西北风,1级,3℃,-5℃,霾~雾
2019-12-10,129,98,114,3,51,1.4,56,304.0,轻度污染,西北风,3级,9℃,-3℃,雾~晴
2019-12-11,29,6,15,2,22,0.3,58,2.0,优,西北风,3级,4℃,-6℃,晴
2019-12-12,59,19,37,4,47,0.6,30,1.0,良,西北风,1级,5℃,-5℃,晴
2019-12-13,50,21,47,5,40,0.7,58,73.0,优,西北风,2级,10℃,-5℃,晴
2019-12-14,57,15,28,3,45,0.5,38,2.0,良,东北风,1级,5℃,-3℃,晴~多云
2019-12-15,85,49,75,10,68,1.3,11,102.0,良,东北风,1级,3℃,-2℃,多云~中雪
2019-12-16,92,68,49,2,65,1.3,7,199.0,良,东北风,1级,2℃,-4℃,小雪~多云
2019-12-17,28,10,18,2,14,0.3,56,107.0,优,西北风,3级,6℃,-7℃,晴
2019-12-18,47,19,27,2,37,0.5,34,3.0,优,东北风,1级,2℃,-6℃,晴
2019-12-19,30,11,23,3,24,0.4,53,148.0,优,西北风,3级,2℃,-9℃,晴
2019-12-20,60,19,34,3,48,0.6,26,6.0,良,东北风,1级,3℃,-7℃,晴
2019-12-21,65,38,51,4,52,0.8,18,110.0,良,东北风,1级,4℃,-6℃,多云
2019-12-22,87,63,78,7,69,1.2,18,207.0,良,东北风,1级,5℃,-5℃,多云~晴
2019-12-23,67,48,57,5,42,1.0,46,46.0,良,东北风,2级,3℃,-4℃,多云~阴
2019-12-24,109,82,76,4,55,1.3,18,272.0,轻度污染,东南风,1级,1℃,-6℃,小雪~多云
2019-12-25,79,58,57,4,39,1.0,51,257.0,良,东北风,2级,5℃,-6℃,多云
2019-12-26,47,16,47,2,34,0.5,51,5.0,优,西北风,2级,4℃,-7℃,多云~晴
2019-12-27,75,39,88,4,60,0.9,16,144.0,良,东北风,1级,4℃,-6℃,晴
2019-12-28,103,77,118,9,72,1.6,13,207.0,轻度污染,东北风,1级,3℃,-7℃,晴~多云
2019-12-29,118,89,110,6,55,1.4,55,271.0,轻度污染,西北风,3级,5℃,-7℃,多云~晴
2019-12-30,35,8,35,3,10,0.3,52,26.0,优,西北风,4级,-5℃,-12℃,晴
2019-12-31,48,21,36,5,38,0.5,31,1.0,优,西北风,1级,-3℃,-10℃,晴
2020-01-01,62,35,56,7,49,0.8,20,94.0,良,东北风,1级,0℃,-9℃,晴
2020-01-02,80,51,80,7,64,1.2,16,109.0,良,西北风,1级,4℃,-8℃,多云
2020-01-03,82,50,72,8,65,1.2,26,148.0,良,西北风,1级,7℃,-5℃,晴
2020-01-04,74,43,66,7,59,1.1,44,168.0,良,东北风,1级,9℃,-5℃,晴
2020-01-05,83,61,73,6,66,1.3,13,140.0,良,东北风,1级,2℃,-3℃,阴~小雪
2020-01-06,75,55,32,3,47,1.0,30,196.0,良,北风,1级,3℃,-2℃,阴~多云
2020-01-07,30,12,19,4,22,0.4,59,37.0,优,西北风,2级,2℃,-4℃,阴~晴
2020-01-08,40,17,25,3,32,0.5,64,4.0,优,西北风,2级,5℃,-6℃,晴
2020-01-09,63,35,39,6,50,0.8,39,58.0,良,东北风,1级,4℃,-7℃,晴
2020-01-10,43,26,33,6,34,0.6,63,216.0,优,西北风,2级,6℃,-4℃,晴~多云
2020-01-11,32,11,20,3,25,0.4,56,28.0,优,东北风,2级,0℃,-7℃,阴
2020-01-12,42,19,26,7,33,0.5,50,41.0,优,东北风,1级,2℃,-6℃,多云~晴
2020-01-13,31,11,20,4,18,0.4,62,7.0,优,西北风,3级,0℃,-8℃,晴
2020-01-14,39,17,25,4,31,0.4,53,6.0,优,东北风,2级,1℃,-9℃,晴
2020-01-15,72,49,58,7,57,0.9,25,57.0,良,西北风,1级,1℃,-7℃,多云
2020-01-16,60,41,49,7,48,0.9,54,247.0,良,东北风,1级,2℃,-7℃,多云
2020-01-17,97,72,79,12,66,1.5,26,175.0,良,西北风,1级,3℃,-7℃,阴~晴
2020-01-18,207,157,154,4,63,2.1,27,284.0,重度污染,西北风,1级,-2℃,-4℃,雾~多云
2020-01-19,60,28,69,2,24,0.5,60,77.0,良,西北风,2级,5℃,-4℃,多云~晴
2020-01-20,31,10,27,2,18,0.3,62,31.0,优,西北风,2级,6℃,-7℃,晴
2020-01-21,60,43,56,7,43,0.9,44,51.0,良,东北风,1级,4℃,-6℃,多云~晴
2020-01-22,89,66,70,8,52,1.1,42,,良,东北风,1级,6℃,-5℃,晴
2020-01-23,77,56,63,6,36,0.9,71,194.0,良,东北风,2级,8℃,-6℃,晴
2020-01-24,102,76,77,6,21,0.7,73,265.0,轻度污染,东南风,1级,4℃,-6℃,晴
2020-01-25,193,145,161,10,33,1.0,69,246.0,中度污染,西北风,1级,5℃,-5℃,多云
2020-01-26,202,152,147,11,38,1.7,75,287.0,重度污染,东北风,1级,3℃,-4℃,阴~多云
2020-01-27,208,158,137,10,37,1.8,81,315.0,重度污染,东北风,1级,5℃,-4℃,阴
2020-01-28,221,171,147,13,40,2.1,109,297.0,重度污染,东北风,1级,5℃,-4℃,阴~霾
2020-01-29,94,70,51,7,27,1.0,81,319.0,良,西北风,1级,8℃,-6℃,多云~晴
2020-01-30,64,46,48,5,27,0.8,81,172.0,良,西南风,1级,6℃,-6℃,晴
2020-01-31,62,44,47,4,27,0.8,80,160.0,良,西北风,2级,8℃,-5℃,晴
2020-02-01,36,9,16,2,10,0.3,72,9.0,优,东北风,2级,4℃,-3℃,多云~小雪
2020-02-02,45,31,32,2,11,0.4,68,128.0,优,西北风,2级,3℃,-7℃,小雪~晴
2020-02-03,34,18,28,2,14,0.4,67,12.0,优,西南风,2级,3℃,-6℃,晴
2020-02-04,34,10,18,2,12,0.3,67,145.0,优,东北风,2级,2℃,-8℃,晴~多云
2020-02-05,38,26,33,3,18,0.6,48,18.0,优,东南风,2级,-3℃,-6℃,小雪
2020-02-06,62,44,38,4,25,1.0,39,48.0,良,东南风,1级,-3℃,-9℃,中雪~多云
2020-02-07,97,72,52,4,35,1.1,50,272.0,良,东北风,1级,1℃,-7℃,多云~晴
2020-02-08,82,60,50,4,30,0.8,70,288.0,良,西北风,1级,7℃,-7℃,晴
2020-02-09,160,122,109,4,43,1.4,60,275.0,中度污染,东北风,1级,6℃,-5℃,多云~晴
2020-02-10,163,124,103,4,50,1.4,77,316.0,中度污染,东北风,1级,12℃,-5℃,雾~晴
2020-02-11,232,182,141,8,56,2.3,97,321.0,重度污染,东北风,1级,10℃,-2℃,雾
2020-02-12,257,207,145,5,48,2.3,113,332.0,重度污染,东北风,1级,11℃,-2℃,雾
2020-02-13,247,197,142,3,47,2.1,57,331.0,重度污染,东北风,2级,8℃,0℃,雾~雨夹雪
2020-02-14,69,50,39,2,17,0.9,59,327.0,良,东北风,2级,0℃,-6℃,暴雪~阴
2020-02-15,35,6,11,2,5,0.2,69,45.0,优,西北风,4级,0℃,-4℃,中雪~晴
2020-02-16,37,3,8,2,5,0.2,73,90.0,优,西北风,3级,3℃,-5℃,阴~晴
2020-02-17,36,7,14,2,13,0.3,72,51.0,优,西北风,2级,6℃,-5℃,晴
2020-02-18,42,17,23,3,33,0.5,63,44.0,优,东北风,1级,10℃,-4℃,多云~晴
2020-02-19,79,58,51,10,38,1.2,68,89.0,良,东北风,2级,8℃,-4℃,晴~多云
2020-02-20,143,109,76,7,30,1.4,66,308.0,轻度污染,东南风,1级,4℃,-3℃,多云~晴
2020-02-21,100,75,95,3,21,0.8,75,310.0,良,西北风,2级,9℃,-2℃,多云~晴
2020-02-22,40,8,16,3,11,0.2,79,30.0,优,西北风,3级,9℃,-3℃,晴
2020-02-23,58,41,51,5,38,0.6,58,11.0,良,东北风,1级,10℃,0℃,晴~多云
2020-02-24,83,61,86,8,38,1.0,52,228.0,良,东北风,2级,9℃,3℃,阴~小雨
2020-02-25,70,51,75,10,26,0.9,68,135.0,良,东南风,2级,9℃,-2℃,阴~晴
2020-02-26,53,37,47,5,22,0.6,79,79.0,良,东南风,2级,8℃,-2℃,多云~阴
2020-02-27,40,28,32,4,24,0.5,56,155.0,优,西南风,3级,5℃,-3℃,阴~多云
2020-02-28,88,65,63,3,29,0.7,74,190.0,良,西南风,1级,8℃,0℃,晴~多云
2020-02-29,114,86,57,2,32,1.2,26,327.0,轻度污染,东南风,1级,3℃,1℃,雨夹雪~小雨
2020-03-01,38,21,21,2,19,0.8,76,256.0,优,西北风,2级,10℃,-3℃,雾~晴
2020-03-02,36,25,27,3,28,0.5,66,38.0,优,东南风,2级,9℃,-1℃,阴~雨夹雪
2020-03-03,39,14,21,2,9,0.3,78,270.0,优,西北风,3级,8℃,-3℃,晴
2020-03-04,38,11,16,2,10,0.2,76,48.0,优,西北风,2级,7℃,-2℃,晴
2020-03-05,54,38,48,4,28,0.5,82,107.0,良,西南风,2级,9℃,-2℃,晴
2020-03-06,113,85,79,4,40,0.8,67,271.0,轻度污染,东北风,2级,10℃,1℃,晴~小雨
2020-03-07,87,64,45,3,20,0.7,89,313.0,良,东北风,2级,15℃,1℃,晴~雾
2020-03-08,128,97,61,3,29,1.0,44,323.0,轻度污染,东北风,2级,6℃,5℃,雾~小雨
2020-03-09,70,51,32,2,24,0.7,69,281.0,良,东南风,2级,11℃,-1℃,阴~多云
2020-03-10,39,10,30,2,15,0.3,77,118.0,优,西北风,3级,11℃,-4℃,晴
2020-03-11,55,29,51,4,44,0.5,60,7.0,良,东北风,1级,16℃,1℃,晴
2020-03-12,41,18,37,3,22,0.4,81,197.0,优,东北风,3级,14℃,-2℃,多云
2020-03-13,40,11,23,3,14,0.3,79,27.0,优,西北风,3级,12℃,-1℃,晴
2020-03-14,43,8,37,2,12,0.3,86,172.0,优,西北风,3级,16℃,3℃,晴
2020-03-15,45,7,33,2,11,0.2,90,52.0,优,东北风,2级,18℃,0℃,晴
2020-03-16,61,26,71,3,23,0.4,77,168.0,良,东南风,2级,12℃,3℃,晴
2020-03-17,56,30,61,3,33,0.5,97,186.0,良,西北风,2级,23℃,3℃,晴~多云
2020-03-18,89,36,127,4,34,0.4,85,208.0,良,西北风,3级,26℃,5℃,晴
2020-03-19,46,8,46,2,10,0.2,89,72.0,优,西北风,3级,17℃,4℃,晴~多云
2020-03-20,60,29,70,4,37,0.4,77,134.0,良,西北风,2级,24℃,7℃,阴~多云
2020-03-21,72,27,94,8,22,0.5,93,50.0,良,东南风,2级,17℃,3℃,多云~晴
2020-03-22,62,30,74,4,26,0.4,113,212.0,良,西南风,2级,21℃,7℃,晴
2020-03-23,53,28,55,4,31,0.5,91,216.0,良,东南风,2级,22℃,6℃,晴~多云
2020-03-24,70,51,68,12,38,0.9,98,58.0,良,东南风,2级,18℃,5℃,阴~多云
